image_path,mask_path,class,class_id,num_masks,use_phase1,split
D:\Dataset_BUSI_with_GT\benign\benign (325).png,D:\Dataset_BUSI_with_GT\benign\benign (325)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (103).png,D:\Dataset_BUSI_with_GT\malignant\malignant (103)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (330).png,D:\Dataset_BUSI_with_GT\benign\benign (330)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (28).png,D:\Dataset_BUSI_with_GT\malignant\malignant (28)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (139).png,D:\Dataset_BUSI_with_GT\malignant\malignant (139)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (400).png,D:\Dataset_BUSI_with_GT\benign\benign (400)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (133).png,D:\Dataset_BUSI_with_GT\benign\benign (133)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (135).png,D:\Dataset_BUSI_with_GT\benign\benign (135)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (328).png,D:\Dataset_BUSI_with_GT\benign\benign (328)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (401).png,D:\Dataset_BUSI_with_GT\benign\benign (401)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (14).png,D:\Dataset_BUSI_with_GT\benign\benign (14)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (38).png,D:\Dataset_BUSI_with_GT\malignant\malignant (38)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (262).png,D:\Dataset_BUSI_with_GT\benign\benign (262)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (222).png,D:\Dataset_BUSI_with_GT\benign\benign (222)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (388).png,D:\Dataset_BUSI_with_GT\benign\benign (388)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (114).png,D:\Dataset_BUSI_with_GT\malignant\malignant (114)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (91).png,D:\Dataset_BUSI_with_GT\benign\benign (91)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (326).png,D:\Dataset_BUSI_with_GT\benign\benign (326)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (74).png,D:\Dataset_BUSI_with_GT\malignant\malignant (74)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (154).png,D:\Dataset_BUSI_with_GT\benign\benign (154)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (21).png,D:\Dataset_BUSI_with_GT\benign\benign (21)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (338).png,D:\Dataset_BUSI_with_GT\benign\benign (338)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (24).png,D:\Dataset_BUSI_with_GT\malignant\malignant (24)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (189).png,D:\Dataset_BUSI_with_GT\malignant\malignant (189)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (272).png,D:\Dataset_BUSI_with_GT\benign\benign (272)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (376).png,D:\Dataset_BUSI_with_GT\benign\benign (376)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (126).png,D:\Dataset_BUSI_with_GT\benign\benign (126)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (11).png,D:\Dataset_BUSI_with_GT\benign\benign (11)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (157).png,D:\Dataset_BUSI_with_GT\malignant\malignant (157)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (69).png,D:\Dataset_BUSI_with_GT\benign\benign (69)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (132).png,D:\Dataset_BUSI_with_GT\malignant\malignant (132)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (202).png,D:\Dataset_BUSI_with_GT\benign\benign (202)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (153).png,D:\Dataset_BUSI_with_GT\malignant\malignant (153)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (135).png,D:\Dataset_BUSI_with_GT\malignant\malignant (135)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (270).png,D:\Dataset_BUSI_with_GT\benign\benign (270)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (364).png,D:\Dataset_BUSI_with_GT\benign\benign (364)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (71).png,D:\Dataset_BUSI_with_GT\malignant\malignant (71)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (88).png,D:\Dataset_BUSI_with_GT\malignant\malignant (88)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (371).png,D:\Dataset_BUSI_with_GT\benign\benign (371)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (108).png,D:\Dataset_BUSI_with_GT\malignant\malignant (108)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (116).png,D:\Dataset_BUSI_with_GT\benign\benign (116)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (289).png,D:\Dataset_BUSI_with_GT\benign\benign (289)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (357).png,D:\Dataset_BUSI_with_GT\benign\benign (357)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (78).png,D:\Dataset_BUSI_with_GT\benign\benign (78)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (106).png,D:\Dataset_BUSI_with_GT\benign\benign (106)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (165).png,D:\Dataset_BUSI_with_GT\malignant\malignant (165)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (426).png,D:\Dataset_BUSI_with_GT\benign\benign (426)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (373).png,D:\Dataset_BUSI_with_GT\benign\benign (373)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (361).png,D:\Dataset_BUSI_with_GT\benign\benign (361)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (205).png,D:\Dataset_BUSI_with_GT\benign\benign (205)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (333).png,D:\Dataset_BUSI_with_GT\benign\benign (333)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (67).png,D:\Dataset_BUSI_with_GT\malignant\malignant (67)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (21).png,D:\Dataset_BUSI_with_GT\malignant\malignant (21)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (258).png,D:\Dataset_BUSI_with_GT\benign\benign (258)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (17).png,D:\Dataset_BUSI_with_GT\malignant\malignant (17)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (113).png,D:\Dataset_BUSI_with_GT\malignant\malignant (113)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (50).png,D:\Dataset_BUSI_with_GT\malignant\malignant (50)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (56).png,D:\Dataset_BUSI_with_GT\malignant\malignant (56)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (146).png,D:\Dataset_BUSI_with_GT\benign\benign (146)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (6).png,D:\Dataset_BUSI_with_GT\malignant\malignant (6)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (49).png,D:\Dataset_BUSI_with_GT\benign\benign (49)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (99).png,D:\Dataset_BUSI_with_GT\malignant\malignant (99)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (320).png,D:\Dataset_BUSI_with_GT\benign\benign (320)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (211).png,D:\Dataset_BUSI_with_GT\benign\benign (211)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (283).png,D:\Dataset_BUSI_with_GT\benign\benign (283)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (241).png,D:\Dataset_BUSI_with_GT\benign\benign (241)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (136).png,D:\Dataset_BUSI_with_GT\malignant\malignant (136)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (162).png,D:\Dataset_BUSI_with_GT\malignant\malignant (162)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (196).png,D:\Dataset_BUSI_with_GT\malignant\malignant (196)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (429).png,D:\Dataset_BUSI_with_GT\benign\benign (429)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (86).png,D:\Dataset_BUSI_with_GT\malignant\malignant (86)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (327).png,D:\Dataset_BUSI_with_GT\benign\benign (327)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (406).png,D:\Dataset_BUSI_with_GT\benign\benign (406)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (97).png,D:\Dataset_BUSI_with_GT\benign\benign (97)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (162).png,D:\Dataset_BUSI_with_GT\benign\benign (162)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (393).png,D:\Dataset_BUSI_with_GT\benign\benign (393)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (11).png,D:\Dataset_BUSI_with_GT\malignant\malignant (11)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (58).png,D:\Dataset_BUSI_with_GT\malignant\malignant (58)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (72).png,D:\Dataset_BUSI_with_GT\benign\benign (72)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (210).png,D:\Dataset_BUSI_with_GT\benign\benign (210)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (174).png,D:\Dataset_BUSI_with_GT\malignant\malignant (174)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (242).png,D:\Dataset_BUSI_with_GT\benign\benign (242)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (123).png,D:\Dataset_BUSI_with_GT\malignant\malignant (123)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (94).png,D:\Dataset_BUSI_with_GT\benign\benign (94)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (22).png,D:\Dataset_BUSI_with_GT\benign\benign (22)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (430).png,D:\Dataset_BUSI_with_GT\benign\benign (430)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (90).png,D:\Dataset_BUSI_with_GT\malignant\malignant (90)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (122).png,D:\Dataset_BUSI_with_GT\malignant\malignant (122)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (306).png,D:\Dataset_BUSI_with_GT\benign\benign (306)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (191).png,D:\Dataset_BUSI_with_GT\malignant\malignant (191)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (260).png,D:\Dataset_BUSI_with_GT\benign\benign (260)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (159).png,D:\Dataset_BUSI_with_GT\benign\benign (159)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (319).png,D:\Dataset_BUSI_with_GT\benign\benign (319)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (295).png,D:\Dataset_BUSI_with_GT\benign\benign (295)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (303).png,D:\Dataset_BUSI_with_GT\benign\benign (303)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (134).png,D:\Dataset_BUSI_with_GT\malignant\malignant (134)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (151).png,D:\Dataset_BUSI_with_GT\benign\benign (151)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (87).png,D:\Dataset_BUSI_with_GT\malignant\malignant (87)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (102).png,D:\Dataset_BUSI_with_GT\benign\benign (102)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (209).png,D:\Dataset_BUSI_with_GT\benign\benign (209)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (172).png,D:\Dataset_BUSI_with_GT\benign\benign (172)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (378).png,D:\Dataset_BUSI_with_GT\benign\benign (378)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (76).png,D:\Dataset_BUSI_with_GT\benign\benign (76)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (150).png,D:\Dataset_BUSI_with_GT\malignant\malignant (150)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (41).png,D:\Dataset_BUSI_with_GT\malignant\malignant (41)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (290).png,D:\Dataset_BUSI_with_GT\benign\benign (290)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (428).png,D:\Dataset_BUSI_with_GT\benign\benign (428)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (130).png,D:\Dataset_BUSI_with_GT\malignant\malignant (130)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (154).png,D:\Dataset_BUSI_with_GT\malignant\malignant (154)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (67).png,D:\Dataset_BUSI_with_GT\benign\benign (67)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (12).png,D:\Dataset_BUSI_with_GT\benign\benign (12)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (45).png,D:\Dataset_BUSI_with_GT\benign\benign (45)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (91).png,D:\Dataset_BUSI_with_GT\malignant\malignant (91)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (233).png,D:\Dataset_BUSI_with_GT\benign\benign (233)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (147).png,D:\Dataset_BUSI_with_GT\malignant\malignant (147)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (252).png,D:\Dataset_BUSI_with_GT\benign\benign (252)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (157).png,D:\Dataset_BUSI_with_GT\benign\benign (157)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (43).png,D:\Dataset_BUSI_with_GT\malignant\malignant (43)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (18).png,D:\Dataset_BUSI_with_GT\benign\benign (18)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (134).png,D:\Dataset_BUSI_with_GT\benign\benign (134)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (98).png,D:\Dataset_BUSI_with_GT\malignant\malignant (98)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (39).png,D:\Dataset_BUSI_with_GT\benign\benign (39)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (144).png,D:\Dataset_BUSI_with_GT\malignant\malignant (144)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (160).png,D:\Dataset_BUSI_with_GT\malignant\malignant (160)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (419).png,D:\Dataset_BUSI_with_GT\benign\benign (419)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (229).png,D:\Dataset_BUSI_with_GT\benign\benign (229)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (81).png,D:\Dataset_BUSI_with_GT\benign\benign (81)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (32).png,D:\Dataset_BUSI_with_GT\benign\benign (32)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (256).png,D:\Dataset_BUSI_with_GT\benign\benign (256)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (435).png,D:\Dataset_BUSI_with_GT\benign\benign (435)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (294).png,D:\Dataset_BUSI_with_GT\benign\benign (294)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (28).png,D:\Dataset_BUSI_with_GT\benign\benign (28)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (321).png,D:\Dataset_BUSI_with_GT\benign\benign (321)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (207).png,D:\Dataset_BUSI_with_GT\benign\benign (207)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (120).png,D:\Dataset_BUSI_with_GT\benign\benign (120)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (33).png,D:\Dataset_BUSI_with_GT\malignant\malignant (33)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (171).png,D:\Dataset_BUSI_with_GT\benign\benign (171)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (203).png,D:\Dataset_BUSI_with_GT\malignant\malignant (203)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (187).png,D:\Dataset_BUSI_with_GT\benign\benign (187)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (16).png,D:\Dataset_BUSI_with_GT\benign\benign (16)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (30).png,D:\Dataset_BUSI_with_GT\malignant\malignant (30)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (121).png,D:\Dataset_BUSI_with_GT\benign\benign (121)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (190).png,D:\Dataset_BUSI_with_GT\benign\benign (190)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (307).png,D:\Dataset_BUSI_with_GT\benign\benign (307)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (1).png,D:\Dataset_BUSI_with_GT\benign\benign (1)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (42).png,D:\Dataset_BUSI_with_GT\benign\benign (42)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (192).png,D:\Dataset_BUSI_with_GT\malignant\malignant (192)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (348).png,D:\Dataset_BUSI_with_GT\benign\benign (348)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (77).png,D:\Dataset_BUSI_with_GT\malignant\malignant (77)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (167).png,D:\Dataset_BUSI_with_GT\benign\benign (167)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (159).png,D:\Dataset_BUSI_with_GT\malignant\malignant (159)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (8).png,D:\Dataset_BUSI_with_GT\benign\benign (8)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (379).png,D:\Dataset_BUSI_with_GT\benign\benign (379)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (36).png,D:\Dataset_BUSI_with_GT\benign\benign (36)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (35).png,D:\Dataset_BUSI_with_GT\malignant\malignant (35)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (41).png,D:\Dataset_BUSI_with_GT\benign\benign (41)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (9).png,D:\Dataset_BUSI_with_GT\malignant\malignant (9)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (104).png,D:\Dataset_BUSI_with_GT\malignant\malignant (104)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (409).png,D:\Dataset_BUSI_with_GT\benign\benign (409)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (122).png,D:\Dataset_BUSI_with_GT\benign\benign (122)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (231).png,D:\Dataset_BUSI_with_GT\benign\benign (231)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (73).png,D:\Dataset_BUSI_with_GT\malignant\malignant (73)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (20).png,D:\Dataset_BUSI_with_GT\benign\benign (20)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (302).png,D:\Dataset_BUSI_with_GT\benign\benign (302)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (271).png,D:\Dataset_BUSI_with_GT\benign\benign (271)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (155).png,D:\Dataset_BUSI_with_GT\malignant\malignant (155)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (177).png,D:\Dataset_BUSI_with_GT\benign\benign (177)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (26).png,D:\Dataset_BUSI_with_GT\benign\benign (26)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (391).png,D:\Dataset_BUSI_with_GT\benign\benign (391)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (61).png,D:\Dataset_BUSI_with_GT\benign\benign (61)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (95).png,D:\Dataset_BUSI_with_GT\benign\benign (95)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (380).png,D:\Dataset_BUSI_with_GT\benign\benign (380)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (266).png,D:\Dataset_BUSI_with_GT\benign\benign (266)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (189).png,D:\Dataset_BUSI_with_GT\benign\benign (189)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (46).png,D:\Dataset_BUSI_with_GT\malignant\malignant (46)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (166).png,D:\Dataset_BUSI_with_GT\benign\benign (166)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (194).png,D:\Dataset_BUSI_with_GT\malignant\malignant (194)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (214).png,D:\Dataset_BUSI_with_GT\benign\benign (214)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (437).png,D:\Dataset_BUSI_with_GT\benign\benign (437)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (179).png,D:\Dataset_BUSI_with_GT\malignant\malignant (179)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (89).png,D:\Dataset_BUSI_with_GT\benign\benign (89)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (60).png,D:\Dataset_BUSI_with_GT\benign\benign (60)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (410).png,D:\Dataset_BUSI_with_GT\benign\benign (410)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (53).png,D:\Dataset_BUSI_with_GT\benign\benign (53)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (335).png,D:\Dataset_BUSI_with_GT\benign\benign (335)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (152).png,D:\Dataset_BUSI_with_GT\malignant\malignant (152)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (160).png,D:\Dataset_BUSI_with_GT\benign\benign (160)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (68).png,D:\Dataset_BUSI_with_GT\benign\benign (68)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (268).png,D:\Dataset_BUSI_with_GT\benign\benign (268)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (236).png,D:\Dataset_BUSI_with_GT\benign\benign (236)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (354).png,D:\Dataset_BUSI_with_GT\benign\benign (354)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (169).png,D:\Dataset_BUSI_with_GT\benign\benign (169)_mask.png,benign,0,1,1,train
