image_path,mask_path,class,class_id,num_masks,use_phase1,fold,split
malignant\malignant (24).png,malignant\malignant (24)_mask.png,malignant,1,1,1,3,train
malignant\malignant (26).png,malignant\malignant (26)_mask.png,malignant,1,1,1,3,train
malignant\malignant (27).png,malignant\malignant (27)_mask.png,malignant,1,1,1,3,train
malignant\malignant (29).png,malignant\malignant (29)_mask.png,malignant,1,1,1,3,train
malignant\malignant (3).png,malignant\malignant (3)_mask.png,malignant,1,1,1,3,train
malignant\malignant (30).png,malignant\malignant (30)_mask.png,malignant,1,1,1,3,train
malignant\malignant (32).png,malignant\malignant (32)_mask.png,malignant,1,1,1,3,train
malignant\malignant (33).png,malignant\malignant (33)_mask.png,malignant,1,1,1,3,train
malignant\malignant (34).png,malignant\malignant (34)_mask.png,malignant,1,1,1,3,train
malignant\malignant (35).png,malignant\malignant (35)_mask.png,malignant,1,1,1,3,train
malignant\malignant (36).png,malignant\malignant (36)_mask.png,malignant,1,1,1,3,train
malignant\malignant (37).png,malignant\malignant (37)_mask.png,malignant,1,1,1,3,train
malignant\malignant (38).png,malignant\malignant (38)_mask.png,malignant,1,1,1,3,train
malignant\malignant (41).png,malignant\malignant (41)_mask.png,malignant,1,1,1,3,train
malignant\malignant (42).png,malignant\malignant (42)_mask.png,malignant,1,1,1,3,train
malignant\malignant (43).png,malignant\malignant (43)_mask.png,malignant,1,1,1,3,train
malignant\malignant (44).png,malignant\malignant (44)_mask.png,malignant,1,1,1,3,train
malignant\malignant (45).png,malignant\malignant (45)_mask.png,malignant,1,1,1,3,train
malignant\malignant (46).png,malignant\malignant (46)_mask.png,malignant,1,1,1,3,train
malignant\malignant (49).png,malignant\malignant (49)_mask.png,malignant,1,1,1,3,train
malignant\malignant (51).png,malignant\malignant (51)_mask.png,malignant,1,1,1,3,train
malignant\malignant (52).png,malignant\malignant (52)_mask.png,malignant,1,1,1,3,train
malignant\malignant (54).png,malignant\malignant (54)_mask.png,malignant,1,1,1,3,train
malignant\malignant (55).png,malignant\malignant (55)_mask.png,malignant,1,1,1,3,train
malignant\malignant (56).png,malignant\malignant (56)_mask.png,malignant,1,1,1,3,train
malignant\malignant (58).png,malignant\malignant (58)_mask.png,malignant,1,1,1,3,train
malignant\malignant (62).png,malignant\malignant (62)_mask.png,malignant,1,1,1,3,train
malignant\malignant (66).png,malignant\malignant (66)_mask.png,malignant,1,1,1,3,train
malignant\malignant (67).png,malignant\malignant (67)_mask.png,malignant,1,1,1,3,train
malignant\malignant (68).png,malignant\malignant (68)_mask.png,malignant,1,1,1,3,train
malignant\malignant (69).png,malignant\malignant (69)_mask.png,malignant,1,1,1,3,train
malignant\malignant (7).png,malignant\malignant (7)_mask.png,malignant,1,1,1,3,train
malignant\malignant (70).png,malignant\malignant (70)_mask.png,malignant,1,1,1,3,train
malignant\malignant (71).png,malignant\malignant (71)_mask.png,malignant,1,1,1,3,train
malignant\malignant (74).png,malignant\malignant (74)_mask.png,malignant,1,1,1,3,train
malignant\malignant (75).png,malignant\malignant (75)_mask.png,malignant,1,1,1,3,train
malignant\malignant (77).png,malignant\malignant (77)_mask.png,malignant,1,1,1,3,train
malignant\malignant (79).png,malignant\malignant (79)_mask.png,malignant,1,1,1,3,train
malignant\malignant (82).png,malignant\malignant (82)_mask.png,malignant,1,1,1,3,train
malignant\malignant (83).png,malignant\malignant (83)_mask.png,malignant,1,1,1,3,train
malignant\malignant (84).png,malignant\malignant (84)_mask.png,malignant,1,1,1,3,train
malignant\malignant (85).png,malignant\malignant (85)_mask.png,malignant,1,1,1,3,train
malignant\malignant (89).png,malignant\malignant (89)_mask.png,malignant,1,1,1,3,train
malignant\malignant (9).png,malignant\malignant (9)_mask.png,malignant,1,1,1,3,train
malignant\malignant (90).png,malignant\malignant (90)_mask.png,malignant,1,1,1,3,train
malignant\malignant (91).png,malignant\malignant (91)_mask.png,malignant,1,1,1,3,train
malignant\malignant (92).png,malignant\malignant (92)_mask.png,malignant,1,1,1,3,train
malignant\malignant (93).png,malignant\malignant (93)_mask.png,malignant,1,1,1,3,train
malignant\malignant (94).png,malignant\malignant (94)_mask.png,malignant,1,1,1,3,train
malignant\malignant (95).png,malignant\malignant (95)_mask.png,malignant,1,1,1,3,train
malignant\malignant (96).png,malignant\malignant (96)_mask.png,malignant,1,1,1,3,train
malignant\malignant (97).png,malignant\malignant (97)_mask.png,malignant,1,1,1,3,train
malignant\malignant (98).png,malignant\malignant (98)_mask.png,malignant,1,1,1,3,train
malignant\malignant (99).png,malignant\malignant (99)_mask.png,malignant,1,1,1,3,train
