image_path,mask_path,class,class_id,num_masks,use_phase1,fold,split
malignant\malignant (29).png,malignant\malignant (29)_mask.png,malignant,1,1,1,1,train
malignant\malignant (3).png,malignant\malignant (3)_mask.png,malignant,1,1,1,1,train
malignant\malignant (30).png,malignant\malignant (30)_mask.png,malignant,1,1,1,1,train
malignant\malignant (31).png,malignant\malignant (31)_mask.png,malignant,1,1,1,1,train
malignant\malignant (33).png,malignant\malignant (33)_mask.png,malignant,1,1,1,1,train
malignant\malignant (34).png,malignant\malignant (34)_mask.png,malignant,1,1,1,1,train
malignant\malignant (36).png,malignant\malignant (36)_mask.png,malignant,1,1,1,1,train
malignant\malignant (38).png,malignant\malignant (38)_mask.png,malignant,1,1,1,1,train
malignant\malignant (39).png,malignant\malignant (39)_mask.png,malignant,1,1,1,1,train
malignant\malignant (4).png,malignant\malignant (4)_mask.png,malignant,1,1,1,1,train
malignant\malignant (40).png,malignant\malignant (40)_mask.png,malignant,1,1,1,1,train
malignant\malignant (43).png,malignant\malignant (43)_mask.png,malignant,1,1,1,1,train
malignant\malignant (47).png,malignant\malignant (47)_mask.png,malignant,1,1,1,1,train
malignant\malignant (48).png,malignant\malignant (48)_mask.png,malignant,1,1,1,1,train
malignant\malignant (49).png,malignant\malignant (49)_mask.png,malignant,1,1,1,1,train
malignant\malignant (5).png,malignant\malignant (5)_mask.png,malignant,1,1,1,1,train
malignant\malignant (50).png,malignant\malignant (50)_mask.png,malignant,1,1,1,1,train
malignant\malignant (51).png,malignant\malignant (51)_mask.png,malignant,1,1,1,1,train
malignant\malignant (52).png,malignant\malignant (52)_mask.png,malignant,1,1,1,1,train
malignant\malignant (55).png,malignant\malignant (55)_mask.png,malignant,1,1,1,1,train
malignant\malignant (57).png,malignant\malignant (57)_mask.png,malignant,1,1,1,1,train
malignant\malignant (59).png,malignant\malignant (59)_mask.png,malignant,1,1,1,1,train
malignant\malignant (6).png,malignant\malignant (6)_mask.png,malignant,1,1,1,1,train
malignant\malignant (60).png,malignant\malignant (60)_mask.png,malignant,1,1,1,1,train
malignant\malignant (61).png,malignant\malignant (61)_mask.png,malignant,1,1,1,1,train
malignant\malignant (62).png,malignant\malignant (62)_mask.png,malignant,1,1,1,1,train
malignant\malignant (63).png,malignant\malignant (63)_mask.png,malignant,1,1,1,1,train
malignant\malignant (64).png,malignant\malignant (64)_mask.png,malignant,1,1,1,1,train
malignant\malignant (65).png,malignant\malignant (65)_mask.png,malignant,1,1,1,1,train
malignant\malignant (68).png,malignant\malignant (68)_mask.png,malignant,1,1,1,1,train
malignant\malignant (7).png,malignant\malignant (7)_mask.png,malignant,1,1,1,1,train
malignant\malignant (71).png,malignant\malignant (71)_mask.png,malignant,1,1,1,1,train
malignant\malignant (72).png,malignant\malignant (72)_mask.png,malignant,1,1,1,1,train
malignant\malignant (73).png,malignant\malignant (73)_mask.png,malignant,1,1,1,1,train
malignant\malignant (74).png,malignant\malignant (74)_mask.png,malignant,1,1,1,1,train
malignant\malignant (76).png,malignant\malignant (76)_mask.png,malignant,1,1,1,1,train
malignant\malignant (78).png,malignant\malignant (78)_mask.png,malignant,1,1,1,1,train
malignant\malignant (79).png,malignant\malignant (79)_mask.png,malignant,1,1,1,1,train
malignant\malignant (8).png,malignant\malignant (8)_mask.png,malignant,1,1,1,1,train
malignant\malignant (80).png,malignant\malignant (80)_mask.png,malignant,1,1,1,1,train
malignant\malignant (81).png,malignant\malignant (81)_mask.png,malignant,1,1,1,1,train
malignant\malignant (82).png,malignant\malignant (82)_mask.png,malignant,1,1,1,1,train
malignant\malignant (83).png,malignant\malignant (83)_mask.png,malignant,1,1,1,1,train
malignant\malignant (86).png,malignant\malignant (86)_mask.png,malignant,1,1,1,1,train
malignant\malignant (87).png,malignant\malignant (87)_mask.png,malignant,1,1,1,1,train
malignant\malignant (88).png,malignant\malignant (88)_mask.png,malignant,1,1,1,1,train
malignant\malignant (9).png,malignant\malignant (9)_mask.png,malignant,1,1,1,1,train
malignant\malignant (90).png,malignant\malignant (90)_mask.png,malignant,1,1,1,1,train
malignant\malignant (91).png,malignant\malignant (91)_mask.png,malignant,1,1,1,1,train
malignant\malignant (93).png,malignant\malignant (93)_mask.png,malignant,1,1,1,1,train
malignant\malignant (94).png,malignant\malignant (94)_mask.png,malignant,1,1,1,1,train
malignant\malignant (95).png,malignant\malignant (95)_mask.png,malignant,1,1,1,1,train
malignant\malignant (98).png,malignant\malignant (98)_mask.png,malignant,1,1,1,1,train
