image_path,mask_path,class,class_id,num_masks,use_phase1,fold,split
malignant\malignant (22).png,malignant\malignant (22)_mask.png,malignant,1,1,1,2,train
malignant\malignant (23).png,malignant\malignant (23)_mask.png,malignant,1,1,1,2,train
malignant\malignant (25).png,malignant\malignant (25)_mask.png,malignant,1,1,1,2,train
malignant\malignant (28).png,malignant\malignant (28)_mask.png,malignant,1,1,1,2,train
malignant\malignant (31).png,malignant\malignant (31)_mask.png,malignant,1,1,1,2,train
malignant\malignant (32).png,malignant\malignant (32)_mask.png,malignant,1,1,1,2,train
malignant\malignant (35).png,malignant\malignant (35)_mask.png,malignant,1,1,1,2,train
malignant\malignant (37).png,malignant\malignant (37)_mask.png,malignant,1,1,1,2,train
malignant\malignant (39).png,malignant\malignant (39)_mask.png,malignant,1,1,1,2,train
malignant\malignant (4).png,malignant\malignant (4)_mask.png,malignant,1,1,1,2,train
malignant\malignant (40).png,malignant\malignant (40)_mask.png,malignant,1,1,1,2,train
malignant\malignant (41).png,malignant\malignant (41)_mask.png,malignant,1,1,1,2,train
malignant\malignant (42).png,malignant\malignant (42)_mask.png,malignant,1,1,1,2,train
malignant\malignant (44).png,malignant\malignant (44)_mask.png,malignant,1,1,1,2,train
malignant\malignant (45).png,malignant\malignant (45)_mask.png,malignant,1,1,1,2,train
malignant\malignant (46).png,malignant\malignant (46)_mask.png,malignant,1,1,1,2,train
malignant\malignant (47).png,malignant\malignant (47)_mask.png,malignant,1,1,1,2,train
malignant\malignant (48).png,malignant\malignant (48)_mask.png,malignant,1,1,1,2,train
malignant\malignant (5).png,malignant\malignant (5)_mask.png,malignant,1,1,1,2,train
malignant\malignant (50).png,malignant\malignant (50)_mask.png,malignant,1,1,1,2,train
malignant\malignant (54).png,malignant\malignant (54)_mask.png,malignant,1,1,1,2,train
malignant\malignant (56).png,malignant\malignant (56)_mask.png,malignant,1,1,1,2,train
malignant\malignant (57).png,malignant\malignant (57)_mask.png,malignant,1,1,1,2,train
malignant\malignant (58).png,malignant\malignant (58)_mask.png,malignant,1,1,1,2,train
malignant\malignant (59).png,malignant\malignant (59)_mask.png,malignant,1,1,1,2,train
malignant\malignant (6).png,malignant\malignant (6)_mask.png,malignant,1,1,1,2,train
malignant\malignant (60).png,malignant\malignant (60)_mask.png,malignant,1,1,1,2,train
malignant\malignant (61).png,malignant\malignant (61)_mask.png,malignant,1,1,1,2,train
malignant\malignant (63).png,malignant\malignant (63)_mask.png,malignant,1,1,1,2,train
malignant\malignant (64).png,malignant\malignant (64)_mask.png,malignant,1,1,1,2,train
malignant\malignant (65).png,malignant\malignant (65)_mask.png,malignant,1,1,1,2,train
malignant\malignant (66).png,malignant\malignant (66)_mask.png,malignant,1,1,1,2,train
malignant\malignant (67).png,malignant\malignant (67)_mask.png,malignant,1,1,1,2,train
malignant\malignant (69).png,malignant\malignant (69)_mask.png,malignant,1,1,1,2,train
malignant\malignant (70).png,malignant\malignant (70)_mask.png,malignant,1,1,1,2,train
malignant\malignant (72).png,malignant\malignant (72)_mask.png,malignant,1,1,1,2,train
malignant\malignant (73).png,malignant\malignant (73)_mask.png,malignant,1,1,1,2,train
malignant\malignant (75).png,malignant\malignant (75)_mask.png,malignant,1,1,1,2,train
malignant\malignant (76).png,malignant\malignant (76)_mask.png,malignant,1,1,1,2,train
malignant\malignant (77).png,malignant\malignant (77)_mask.png,malignant,1,1,1,2,train
malignant\malignant (78).png,malignant\malignant (78)_mask.png,malignant,1,1,1,2,train
malignant\malignant (8).png,malignant\malignant (8)_mask.png,malignant,1,1,1,2,train
malignant\malignant (80).png,malignant\malignant (80)_mask.png,malignant,1,1,1,2,train
malignant\malignant (81).png,malignant\malignant (81)_mask.png,malignant,1,1,1,2,train
malignant\malignant (84).png,malignant\malignant (84)_mask.png,malignant,1,1,1,2,train
malignant\malignant (85).png,malignant\malignant (85)_mask.png,malignant,1,1,1,2,train
malignant\malignant (86).png,malignant\malignant (86)_mask.png,malignant,1,1,1,2,train
malignant\malignant (87).png,malignant\malignant (87)_mask.png,malignant,1,1,1,2,train
malignant\malignant (88).png,malignant\malignant (88)_mask.png,malignant,1,1,1,2,train
malignant\malignant (89).png,malignant\malignant (89)_mask.png,malignant,1,1,1,2,train
malignant\malignant (92).png,malignant\malignant (92)_mask.png,malignant,1,1,1,2,train
malignant\malignant (96).png,malignant\malignant (96)_mask.png,malignant,1,1,1,2,train
malignant\malignant (97).png,malignant\malignant (97)_mask.png,malignant,1,1,1,2,train
malignant\malignant (99).png,malignant\malignant (99)_mask.png,malignant,1,1,1,2,train
